iri,source_file,parent_iris,label_en,label_de,label_none,definition_en,definition_de,definition_none,label_en_suggested,label_de_suggested,definition_en_suggested,definition_de_suggested,notes
https://w3id.org/pmd/co/PMD_0000586,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000802,absorption of corpuscular radiation,Absorption von Korpuskularstrahlung,,process of taking up corpuscular radiation by a material entity,Vorgang der Aufnahme von Korpuskularstrahlung durch ein materielles Wesen,,,absorption von Korpuskularstrahlung,"process in which a material entity takes up corpuscular radiation, resulting in the transfer of the radiation's energy to the material","Prozess, bei dem ein materielles Objekt Korpuskularstrahlung aufnimmt und dabei die Energie der Strahlung auf das Material übertragen wird",
https://w3id.org/pmd/co/PMD_0000587,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000635,crack growth,Risswachstum,,The crack growth is an evolution of damage describing the progressive extension of a crack in a material under stress.,"Das Risswachstum ist eine Schadensentwicklung, die die fortschreitende Ausdehnung eines Risses in einem Material unter Spannung beschreibt.",,,,evolution of damage that describes the progressive extension of an existing crack through a material under applied stress,"Schadensentwicklung, die die fortschreitende Ausbreitung eines vorhandenen Risses in einem Material unter mechanischer Beanspruchung beschreibt",
https://w3id.org/pmd/co/PMD_0000591,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000019,crystal structure,Kristallstruktur,,an intensive qualtty of a crystal that embodies the periodic geometric arrangement of entities in a crystal lattice.,"eine intensive Kristallqualität, die die periodische geometrische Anordnung von Einheiten in einem Kristallgitter verkörpert.",,,,intrinsic quality of a crystalline material that embodies the periodic geometric arrangement of atoms or ions within its crystal lattice,"intrinsische Eigenschaft eines kristallinen Materials, die die periodische geometrische Anordnung der Atome oder Ionen in seinem Kristallgitter beschreibt",
https://w3id.org/pmd/co/PMD_0000595,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0080009,defect density,Defektdichte,,"an intensive quality describing the number of defects per unit volume or area in a material, which can affect its mechanical and electronic properties","eine intensive Qualität, die die Anzahl der Defekte pro Volumen- oder Flächeneinheit in einem Material beschreibt, die sich auf seine mechanischen und elektronischen Eigenschaften auswirken können",,,,intensive quality of a material that quantifies the number of crystallographic or microstructural defects per unit volume or unit area,"intensive Eigenschaft eines Materials, die die Anzahl kristallographischer oder mikrostruktureller Defekte je Volumen- oder Flächeneinheit angibt",
https://w3id.org/pmd/co/PMD_0000596,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000015,deformation,Verformung,,"The deformation is a process describing a change in the shape, size, or structure of a material often under the influence of stress or force.","Die Verformung ist ein Prozess, der eine Veränderung der Form, Größe oder Struktur eines Materials beschreibt, häufig unter dem Einfluss von Spannung oder Kraft.",,,,process in which a material undergoes a change in shape or size as a result of applied stress or force,"Prozess, bei dem ein Material infolge einer aufgebrachten Spannung oder Kraft eine Änderung seiner Form oder Abmessung erfährt",
https://w3id.org/pmd/co/PMD_0000597,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0080009,mass density,Massendichte,,universal intensive quality representing the mass of a portion of matter per unit volume,"universelle intensive Qualität, die die Masse eines Materieanteils pro Volumeneinheit darstellt",,,,intensive quality of a portion of matter that quantifies its mass per unit volume,"intensive Eigenschaft eines Materieteils, die dessen Masse je Volumeneinheit angibt",
https://w3id.org/pmd/co/PMD_0000604,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000621,dielectric constant,Dielektrizitätskonstante,,The dielectric constant is an electrical property representing a measure of a material's ability to store electrical energy in an electric field.,"Die Dielektrizitätskonstante ist eine elektrische Eigenschaft, die ein Maß für die Fähigkeit eines Materials darstellt, elektrische Energie in einem elektrischen Feld zu speichern.",,relative permittivity,permittivitätszahl,"electrical property that quantifies the ability of a material to store electrical energy in an electric field, expressed as the ratio of the material's permittivity to that of free space","elektrische Eigenschaft, die die Fähigkeit eines Materials angibt, elektrische Energie in einem elektrischen Feld zu speichern, ausgedrückt als Verhältnis der Permittivität des Materials zu der des Vakuums",
https://w3id.org/pmd/co/PMD_0000618,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000848 | [complex],elastic modulus,Elastizitätsmodul,,"represents a material's stiffness, defined as the ratio of stress to strain in the elastic deformation region.","stellt die Steifigkeit eines Materials dar, definiert als das Verhältnis von Spannung zu Dehnung im elastischen Verformungsbereich.",,,,mechanical material property that quantifies the stiffness of a material as the ratio of applied stress to resulting elastic strain,"mechanische Materialeigenschaft, die die Steifigkeit eines Materials als Verhältnis der aufgebrachten Spannung zur resultierenden elastischen Dehnung angibt",
https://w3id.org/pmd/co/PMD_0000619,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0020275,electric potential,elektrisches Potential,,an extensvie quality describing the amount of work needed to move a unit charge from a reference point to a specific location in an electric field.,"eine ausführliche Qualität, die den Arbeitsaufwand beschreibt, der erforderlich ist, um eine Einheitsladung von einem Referenzpunkt zu einem bestimmten Ort in einem elektrischen Feld zu bewegen.",,,,extensive quality that quantifies the work required to move a unit positive charge from a defined reference point to a specific location within an electric field,"extensive Eigenschaft, die die Arbeit angibt, die erforderlich ist, um eine positive Einheitsladung von einem definierten Referenzpunkt zu einem bestimmten Ort in einem elektrischen Feld zu verschieben",
https://w3id.org/pmd/co/PMD_0000620,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000621,electrical conductivity,elektrische Leitfähigkeit,,"The electrical conductivity is an electrical property describing the ability of a material to conduct electric current, influenced by its structure and composition.","Die elektrische Leitfähigkeit ist eine elektrische Eigenschaft, die die Fähigkeit eines Materials beschreibt, elektrischen Strom zu leiten, beeinflusst von seiner Struktur und Zusammensetzung.",,,,"electrical property that quantifies the ability of a material to conduct electric current, defined as the reciprocal of electrical resistivity","elektrische Eigenschaft, die die Fähigkeit eines Materials angibt, elektrischen Strom zu leiten, und als Kehrwert des spezifischen elektrischen Widerstands definiert ist",
https://w3id.org/pmd/co/PMD_0000621,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000005 | [complex],electrical property,elektrische Eigenschaft,,"An electrical property is a material property that represents the characteristics of a material that determine its behavior under the influence of an electric field, such as conductivity, resistivity, and permittivity.","Eine elektrische Eigenschaft ist eine Materialeigenschaft, die die Eigenschaften eines Materials darstellt, die sein Verhalten unter dem Einfluss eines elektrischen Feldes bestimmen, wie z. B. Leitfähigkeit, spezifischer Widerstand und Permittivität.",,,,"material property that characterises the behaviour of a material when subjected to an electric field, including quantities such as conductivity, resistivity, and permittivity","Materialeigenschaft, die das Verhalten eines Materials unter dem Einfluss eines elektrischen Feldes kennzeichnet und Größen wie Leitfähigkeit, spezifischen Widerstand und Permittivität umfasst",
https://w3id.org/pmd/co/PMD_0000628,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000629,emission of corpuscular radiation,Emission von Korpuskularstrahlung,,"The emission of corpuscular radiation is an emission of radiation describing the release of particle-based radiation, such as alpha or beta particles, from a material or system.","Die Emission von Korpuskularstrahlung ist eine Strahlungsemission, die die Freisetzung partikelbasierter Strahlung, beispielsweise Alpha- oder Betateilchen, aus einem Material oder System beschreibt.",,,,"emission of radiation in which particle-based radiation, such as alpha or beta particles, is released from a material or system","Strahlungsemission, bei der partikelbasierte Strahlung, beispielsweise Alpha- oder Betateilchen, aus einem Material oder System freigesetzt wird",
https://w3id.org/pmd/co/PMD_0000629,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000015,emission of radiation,Emission von Strahlung,,The emission radiation is a process describing the release of energy in the form of electromagnetic waves or particles from a material.,"Die Emissionsstrahlung ist ein Prozess, der die Freisetzung von Energie in Form elektromagnetischer Wellen oder Partikel aus einem Material beschreibt.",,,strahlungsemission,process in which energy in the form of electromagnetic waves or particles is released from a material,"Prozess, bei dem Energie in Form elektromagnetischer Wellen oder Partikel aus einem Material freigesetzt wird",
https://w3id.org/pmd/co/PMD_0000630,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000629,emission of wave radiation,Emission von Wellenstrahlung,,"The emission of wave radioation is an emission of radiation describing the release of energy in the form of waves, such as electromagnetic or acoustic waves, by a material or system.","Die Emission von Wellenstrahlung ist eine Strahlungsemission, die die Freisetzung von Energie in Form von Wellen, beispielsweise elektromagnetischen oder akustischen Wellen, durch ein Material oder System beschreibt.",,,,"emission of radiation in which energy in the form of waves, such as electromagnetic or acoustic waves, is released by a material or system","Strahlungsemission, bei der Energie in Form von Wellen, beispielsweise elektromagnetischen oder akustischen Wellen, durch ein Material oder System freigesetzt wird",
https://w3id.org/pmd/co/PMD_0000635,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000015,evolution of damage,Schadensentwicklung,,"An evolution of damage is a process representing the progression of material degradation under mechanical, thermal, or chemical stresses.","Eine Schadensentwicklung ist ein Prozess, der das Fortschreiten der Materialdegradation unter mechanischer, thermischer oder chemischer Belastung darstellt.",,,,"process in which material degradation progresses under mechanical, thermal, or chemical stresses","Prozess, bei dem die Materialdegradation unter mechanischer, thermischer oder chemischer Belastung fortschreitet",
https://w3id.org/pmd/co/PMD_0000645,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000015,formation of notch or scratch,Bildung von Kerben oder Kratzern,,"The formation of (a) notch or (a) scratch is a process that describes the creation of small surface imperfections, which can influence a material's mechanical properties.","Die Bildung einer Kerbe oder eines Kratzers ist ein Prozess, der die Entstehung kleiner Oberflächenfehler beschreibt, die die mechanischen Eigenschaften eines Materials beeinflussen können.",,,kerbbildung oder Kratzerbildung,"process in which small surface imperfections are created in a material, which can influence its mechanical properties","Prozess, bei dem kleine Oberflächenfehler in einem Material entstehen, die dessen mechanische Eigenschaften beeinflussen können",
https://w3id.org/pmd/co/PMD_0000768,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000008,half-life,Halbwertszeit,,The half-life is a process attribute describing the time it takes for a material entity or a quality of a material entity to reduce its initial value to a half,"Die Halbwertszeit ist ein Prozessmerkmal, das die Zeit beschreibt, die ein Material oder eine Qualität eines Materiales benötigt, um seinen Anfangswert auf die Hälfte zu reduzieren",,,,process attribute that quantifies the time required for a quantity characterising a material entity or a process to decrease to half of its initial value,"Prozessmerkmal, das die Zeit angibt, die benötigt wird, damit eine eine Materialgröße oder Prozessgröße auf die Hälfte ihres Anfangswertes abnimmt",
https://w3id.org/pmd/co/PMD_0000773,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000848,hardness,Härte,,"The hardness is a mechanical property used as a measure of a material's resistance to localized plastic deformation, often tested by indentation or scratch methods.","Die Härte ist eine mechanische Eigenschaft, die als Maß für den Widerstand eines Materials gegenüber lokalisierter plastischer Verformung dient und häufig durch Eindring- oder Kratzmethoden getestet wird.",,,,"mechanical property that quantifies the resistance of a material to localised permanent deformation, determined by indentation or scratch methods","mechanische Eigenschaft, die den Widerstand eines Materials gegenüber lokaler bleibender Verformung quantifiziert und durch Eindring- oder Kratzmethoden bestimmt wird",
https://w3id.org/pmd/co/PMD_0000777,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000981 | [complex],heat capacity,Wärmekapazität,,The heat capacity is a thermal property describing the amount of heat energy required to raise the temperature of a material by a given amount.,"Die Wärmekapazität ist eine thermische Eigenschaft, die die Menge an Wärmeenergie beschreibt, die erforderlich ist, um die Temperatur eines Materials um einen bestimmten Betrag zu erhöhen.",,,,thermal property that quantifies the amount of heat energy required to raise the temperature of a material by one unit of temperature,"thermische Eigenschaft, die die Wärmemenge angibt, die erforderlich ist, um die Temperatur eines Materials um eine Temperatureinheit zu erhöhen",
https://w3id.org/pmd/co/PMD_0000789,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000773,indentation hardness,Indentationshärte,,"The indentation hardness is a hardness representing the resistance of a material to deformation from an indenter, used to assess surface hardness.","Die Eindruckhärte ist eine Härte, die den Widerstand eines Materials gegenüber der Verformung durch einen Eindringkörper angibt und zur Beurteilung der Oberflächenhärte verwendet wird.",,,eindruckhärte,hardness that quantifies the resistance of a material surface to permanent deformation caused by a standardised indenter,"Härte, die den Widerstand einer Materialoberfläche gegenüber bleibender Verformung durch einen genormten Eindringkörper quantifiziert",
https://w3id.org/pmd/co/PMD_0000790,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000877,refraction,Brechung,,Optical property which describes the bending of light as it passes from one medium into another due to a change in the light’s speed.,"Optische Eigenschaft, die die Ablenkung des Lichts beim Übergang von einem Medium in ein anderes aufgrund einer Änderung der Lichtgeschwindigkeit beschreibt.",,,,optical property that quantifies the change in direction of light as it passes from one medium into another due to a difference in propagation speed,"optische Eigenschaft, die die Richtungsänderung des Lichts beim Übergang von einem Medium in ein anderes infolge einer Änderung der Ausbreitungsgeschwindigkeit quantifiziert",
https://w3id.org/pmd/co/PMD_0000802,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000015,absorption of radiation,Absorption von Strahlung,,process of taking up radiation by a material entity,Prozess der Aufnahme von Strahlung durch ein materielles Wesen,,,strahlungsabsorption,"process in which a material entity takes up incident radiation, converting its energy into another form such as heat or electrical energy","Prozess, bei dem ein materielles Objekt einfallende Strahlung aufnimmt und deren Energie in eine andere Form, beispielsweise Wärme oder elektrische Energie, umwandelt",
https://w3id.org/pmd/co/PMD_0000825,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000005,magnetic property,magnetische Eigenschaft,,"A magnetic property is a material property representing characteristics that describe how a material responds to magnetic fields, such as permeability and coercivity.","Eine magnetische Eigenschaft ist eine Materialeigenschaft, die Eigenschaften darstellt, die beschreiben, wie ein Material auf Magnetfelder reagiert, wie z. B. Permeabilität und Koerzitivfeldstärke.",,,,material property that characterises how a material responds to an applied magnetic field,"Materialeigenschaft, die das Verhalten eines Materials in einem angelegten Magnetfeld charakterisiert",
https://w3id.org/pmd/co/PMD_0000848,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000020 | [complex],mechanical property,mechanische Eigenschaft,,"A mechanical property is a material property which is a characteristic of material M. Mechanical property has realization in a stimulating process (in most cases, application of mechanical load), and the stimulating process is an occurent part of another process, in which an object O that is an instance of M participates.","Eine mechanische Eigenschaft ist eine Materialeigenschaft, die eine Eigenschaft des Materials M ist. Eine mechanische Eigenschaft wird in einem stimulierenden Prozess (in den meisten Fällen durch Anwendung einer mechanischen Belastung) verwirklicht, und der stimulierende Prozess ist ein stattfindender Teil eines anderen Prozesses, an dem ein Objekt O, das eine Instanz von M ist, teilnimmt.",,,,material property that characterises the response of a material to applied mechanical loads,"Materialeigenschaft, die das Verhalten eines Materials unter mechanischer Belastung charakterisiert",
https://w3id.org/pmd/co/PMD_0000851,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0020164,melting point,Schmelzpunkt,,The melting point is a state of matter boundary realized by transition form the solid state to the liquid state (or vice versa).,"Der Schmelzpunkt ist eine Zustandsgrenze einer Materie, die durch den Übergang vom festen in den flüssigen Zustand (oder umgekehrt) entsteht.",,,,state of matter boundary that is realised by the transition from the solid state to the liquid state at a defined temperature and pressure,"Zustandsgrenze einer Materie, die durch den Übergang vom festen in den flüssigen Zustand bei einer definierten Temperatur und einem definierten Druck realisiert wird",
https://w3id.org/pmd/co/PMD_0000853,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000019,crystallographic texture,kristallographische Textur,,an intensive quality describing the arrangement and orientation of grains in a polychrystal,"eine intensive Qualität, die die Anordnung und Ausrichtung der Körner in einem Polykristall beschreibt",,,,quality that describes the statistical distribution of crystallographic orientations of grains in a polycrystal,"Qualität, die die statistische Verteilung der kristallographischen Orientierungen der Körner in einem Polykristall beschreibt",
https://w3id.org/pmd/co/PMD_0000861,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000924,Mohs hardness,Mohshärte,,Scalar scratch hardness scale used to rank materials based on their ability to scratch one another.,"Skalare Kratzhärteskala, mit der Materialien nach ihrer Fähigkeit, sich gegenseitig zu zerkratzen, eingestuft werden.",,,mohshärte,scratch hardness that ranks a material on a ten-point ordinal scale according to its ability to scratch or be scratched by reference minerals,"Kratzhärte, die ein Material auf einer ordinalen Zehn-Punkte-Skala nach seiner Fähigkeit einordnet, Referenzminerale zu ritzen oder von diesen geritzt zu werden",
https://w3id.org/pmd/co/PMD_0000869,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000015,chemical reaction,chemische Reaktion,,The occurrence of (a) chemical reaction is the process in which substances interact to form new chemical compounds or alter their molecular structure.,"Das Auftreten einer chemischen Reaktion ist der Prozess, bei dem Substanzen interagieren, um neue chemische Verbindungen zu bilden oder ihre Molekülstruktur zu verändern.",,,,process in which one or more substances are transformed into one or more different substances through the breaking and forming of chemical bonds,"Prozess, bei dem ein oder mehrere Stoffe durch das Brechen und Knüpfen chemischer Bindungen in einen oder mehrere andere Stoffe umgewandelt werden",
https://w3id.org/pmd/co/PMD_0000877,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000005 | [complex],optical property,optische Eigenschaft,,"An optical property is a material property representing the characteristics that describe how a material interacts with light, including reflection, refraction, and absorption.","Eine optische Eigenschaft ist eine Materialeigenschaft, die die Eigenschaften darstellt, die beschreiben, wie ein Material mit Licht interagiert, einschließlich Reflexion, Brechung und Absorption.",,,,material property that characterises how a material interacts with electromagnetic radiation in the optical spectral range,"Materialeigenschaft, die das Wechselwirkungsverhalten eines Materials mit elektromagnetischer Strahlung im optischen Spektralbereich charakterisiert",
https://w3id.org/pmd/co/PMD_0000882,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000020,phase boundary (realization),Phasengrenze (Realisierung),,A phase boundary is a realizable entity that is realized by the transition between distinct phases.,"Eine Phasengrenze ist eine realisierbare Einheit, die durch den Übergang zwischen verschiedenen Phasen realisiert wird.",,phase boundary,phasengrenze,realizable entity that is realised by the thermodynamic transition between two distinct phases of matter,"realisierbare Entität, die durch den thermodynamischen Übergang zwischen zwei verschiedenen Phasen eines Stoffes realisiert wird",
https://w3id.org/pmd/co/PMD_0000889,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000635,pore growth,Porenwachstum,,"Pore growth is an evolution of damage describing the process by which voids or pores in a material increase in size, often affecting its mechanical and physical properties.","Porenwachstum ist eine Schädigungsentwicklung, die den Prozess beschreibt, durch den Hohlräume oder Poren in einem Material an Größe zunehmen, was sich häufig auf dessen mechanische und physikalische Eigenschaften auswirkt.",,,,evolution of damage in which voids or pores within a material increase in size under applied stress or environmental conditions,"Porenwachstum ist eine Schadensentwicklung, bei der Hohlräume oder Poren in einem Material unter mechanischer Beanspruchung oder Umgebungsbedingungen an Größe zunehmen",
https://w3id.org/pmd/co/PMD_0000896,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000848,pressure,Druck,,a quality describing the force exerted per unit area in or on a material.,"eine intensive Qualität, die die Kraft beschreibt, die pro Flächeneinheit in oder auf ein Material ausgeübt wird.",,,,material property that quantifies the force exerted per unit area on or within a material,"Materialeigenschaft, die die pro Flächeneinheit auf ein Material ausgeübte Kraft quantifiziert",
https://w3id.org/pmd/co/PMD_0000910,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000773,rebound hardness,Rückprallhärte,,The rebound hardness is representing a measure of a material's hardness based on the height of rebound of a hammer dropped on the material.,"Die Rückprallhärte ist ein Maß für die Härte eines Materials und basiert auf der Rückprallhöhe eines Hammers, der auf das Material fällt.",,,,hardness that quantifies a material's resistance to indentation based on the rebound height of a standardised impactor dropped onto the material surface,"Härte, die den Widerstand eines Materials gegen Eindringen anhand der Rückprallhöhe eines normierten Prüfkörpers quantifiziert, der auf die Materialoberfläche aufprallt",
https://w3id.org/pmd/co/PMD_0000911,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000877,reflectivity,Reflexionsvermögen,,The reflectivity is an optical property that describes the proportion of incident light or radiation that a material reflects.,"Das Reflexionsvermögen ist eine optische Eigenschaft, die den Anteil des einfallenden Lichts bzw. der Strahlung beschreibt, den ein Material reflektiert.",,,,optical property that quantifies the fraction of incident electromagnetic radiation reflected by a material surface,"optische Eigenschaft, die den Anteil der einfallenden elektromagnetischen Strahlung quantifiziert, der von einer Materialoberfläche reflektiert wird",
https://w3id.org/pmd/co/PMD_0000924,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000773,scratch hardness,Kratzhärte,,The scratch hardness is a hardness representing a measure of a material's resistance to deformation or scratching by a harder material.,"Die Ritzhärte ist eine Härte, die ein Maß für den Widerstand eines Materials gegenüber Verformung oder Kratzern durch ein härteres Material darstellt.",,,ritzhärte,hardness that quantifies a material's resistance to permanent surface damage caused by a harder material drawn across it,"Härte, die den Widerstand eines Materials gegen bleibende Oberflächenbeschädigung durch ein härteres, darübergezogenes Material quantifiziert",
https://w3id.org/pmd/co/PMD_0000942,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000019,specific surface area,spezifische Oberfläche,,an intensive quality embodying the total surface area of a material per unit of mass or volume.,"eine intensive Qualität, die die Gesamtoberfläche eines Materials pro Massen- oder Volumeneinheit verkörpert.",,,,quality that quantifies the total surface area of a material per unit mass or unit volume,"Qualität, die die Gesamtoberfläche eines Materials je Masseneinheit oder Volumeneinheit quantifiziert",
https://w3id.org/pmd/co/PMD_0000947,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000506,speed of sound,Schallgeschwindigkeit,,"The speed of sound is an acoustic property representing the rate at which sound waves travel through a material, dependent on its density and elastic properties.","Die Schallgeschwindigkeit ist eine akustische Eigenschaft, die die Geschwindigkeit angibt, mit der sich Schallwellen durch ein Material ausbreiten, abhängig von seiner Dichte und seinen elastischen Eigenschaften.",,,,acoustic property that quantifies the rate at which a sound wave propagates through a material,"akustische Eigenschaft, die die Ausbreitungsgeschwindigkeit einer Schallwelle in einem Material quantifiziert",
https://w3id.org/pmd/co/PMD_0000949,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000848 | [complex],stiffness,Steifigkeit,,The stiffness is a material property describing the resistance of a material to deformation under an applied force.,"Die Steifigkeit ist eine Materialeigenschaft, die den Widerstand eines Materials gegen Verformung unter Einwirkung einer Kraft beschreibt.",,,,material property that quantifies the resistance of a material or structural element to elastic deformation under an applied force,"Materialeigenschaft, die den Widerstand eines Materials oder Strukturelements gegen elastische Verformung unter einer aufgebrachten Kraft quantifiziert",
https://w3id.org/pmd/co/PMD_0000950,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000015,stimulating process,anregender Prozess,,"The stimulating process is a process describing the application of an external influence, such as force, heat, or radiation, to study material response.","Der Stimulationsprozess ist ein Prozess, der die Anwendung eines äußeren Einflusses wie Kraft, Wärme oder Strahlung beschreibt, um die materielle Reaktion zu untersuchen.",,stimulation process,stimulationsprozess,"process in which an external influence — such as a mechanical force, thermal energy, or electromagnetic radiation — is applied to a material entity to elicit a measurable response","Prozess, bei dem ein äußerer Einfluss — wie eine mechanische Kraft, thermische Energie oder elektromagnetische Strahlung — auf eine materielle Entität einwirkt, um eine messbare Reaktion hervorzurufen",
https://w3id.org/pmd/co/PMD_0000952,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000848,strength,Stärke,,The strength is a material property describing the maximum stress a material can withstand before a specific event occurs.,"Die Festigkeit ist eine Materialeigenschaft, die die maximale Belastung beschreibt, der ein Material standhalten kann, bevor ein bestimmtes Ereignis eintritt",,,festigkeit,material property that quantifies the maximum stress a material can withstand before a specified failure event occurs,"Materialeigenschaft, die die maximale Spannung quantifiziert, der ein Material standhalten kann, bevor ein definiertes Versagensereignis eintritt",
https://w3id.org/pmd/co/PMD_0000953,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000635,structural and chemical decay,struktureller und chemischer Zerfall,,The structural and chemical decay is an evolution of damage describing the deterioration of a material's structure and composition over time due to environmental or operational conditions.,"Der strukturelle und chemische Zerfall ist eine Schädigungsentwicklung, die die Verschlechterung der Struktur und Zusammensetzung eines Materials im Laufe der Zeit aufgrund von Umwelt- oder Betriebsbedingungen beschreibt.",,,,evolution of damage that describes the progressive deterioration of a material's microstructure and chemical composition resulting from environmental or operational conditions,"Schädigungsentwicklung, die den fortschreitenden Abbau der Mikrostruktur und chemischen Zusammensetzung eines Materials infolge von Umgebungs- oder Betriebsbedingungen beschreibt",
https://w3id.org/pmd/co/PMD_0000961,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0020164,sublimation point,Sublimationspunkt,,The sublimation point is a state of matter boundary realized by transition from the solid state to the gaseous state (or vice versa).,"Der Sublimationspunkt ist eine Zustandsgrenze der Materie, die durch den Übergang vom festen in den gasförmigen Zustand (oder umgekehrt) entsteht.",,,,state-of-matter boundary that defines the temperature and pressure at which a substance transitions directly between the solid state and the gaseous state without passing through the liquid state,"Zustandsgrenze der Materie, die die Temperatur und den Druck definiert, bei denen ein Stoff direkt zwischen dem festen und dem gasförmigen Zustand übergeht, ohne den flüssigen Zustand zu durchlaufen",
https://w3id.org/pmd/co/PMD_0000965,src/ontology/components/pmdco-qualities.owl,http://purl.obolibrary.org/obo/BFO_0000024 | [complex],surface layer (fiat object part),Oberflächenschicht (Fiat-Objektteil),,"A surface layer (fiat object part) is a fiat object part that is part of only object. The surface layer is the three dimensional region defining the outermost layer of an object,","Eine Oberflächenschicht (Fiat-Objektteil) ist ein Fiat-Objektteil, der nur Teil eines Objekts ist. Die Oberflächenschicht ist der dreidimensionale Bereich, der die äußerste Schicht eines Objekts definiert, wo Oberflächeninteraktionen mit anderen materiellen Einheiten stattfinden. Was als Oberfläche betrachtet wird, wird somit durch den Interaktionsprozess definiert.",,surface layer,oberflächenschicht,fiat object part that constitutes the outermost three-dimensional region of a material object at which surface interactions with other material entities occur,"Fiat-Objektteil, der die äußerste dreidimensionale Region eines materiellen Objekts bildet, an der Oberflächenwechselwirkungen mit anderen materiellen Entitäten stattfinden",
https://w3id.org/pmd/co/PMD_0000967,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0080005,temperature,Temperatur,,The temperature is a fundamental intensive quality representing the average atomic or molcular movement or vibration of a portion of matter.,"Die Temperatur ist eine grundlegende intensive Qualität, die die durchschnittliche atomare oder molekulare Bewegung oder Schwingung eines Teils der Materie darstellt.",,,,fundamental intensive quality that quantifies the mean kinetic energy of atomic or molecular motion in a portion of matter,"grundlegende intensive Qualität, die die mittlere kinetische Energie der atomaren oder molekularen Bewegung in einem Materieabschnitt quantifiziert",
https://w3id.org/pmd/co/PMD_0000972,src/ontology/components/pmdco-qualities.owl,https://w3id.org/pmd/co/PMD_0000005,temporal property,zeitliche Eigenschaft,,A temporal property is a material property that represents attributes related to the time-dependent behavior of a material or process.,"Eine zeitliche Eigenschaft ist eine Materialeigenschaft, die Attribute darstellt, die sich auf das zeitabhängige Verhalten eines Materials oder Prozesses beziehen.",,,,material property that quantifies an attribute related to the time-dependent behaviour of a material,"Materialeigenschaft, die ein Attribut des zeitabhängigen Verhaltens eines Materials quantifiziert",
